,Season,Date,Player,Team,Game,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,ORB,DRB,RB,AST,STL,BLK,TOV,PF,PTS
4577,1,2007-11-21,3727,11,204,26.4533,6,11,3,5,4,4,0,4,4,2,0,0,0,1,19
4578,1,2007-11-21,451,11,204,21.8,3,9,1,4,0,0,0,4,4,3,1,0,4,3,7
4579,1,2007-11-21,1640,36,204,24.95,3,8,2,5,0,0,1,2,3,2,0,0,2,1,8
4580,1,2007-11-22,4300,0,214,24.45,4,8,3,4,0,0,0,2,2,1,0,0,0,3,11
4581,1,2007-11-22,3212,0,214,16.2667,1,4,0,0,0,0,0,2,2,3,1,0,0,2,2
4582,1,2007-11-22,1223,29,213,15.5167,3,5,0,1,3,4,0,1,1,0,0,0,0,3,9
4583,1,2007-11-22,2926,0,214,18.4833,1,2,0,0,3,4,3,2,5,0,0,1,1,3,5
4584,1,2007-11-22,1393,0,214,29.7333,6,15,0,2,8,8,1,4,5,2,0,1,2,1,20
4585,1,2007-11-22,4744,0,214,12.3667,3,6,0,1,2,3,0,2,2,0,0,0,1,1,8
4586,1,2007-11-22,1819,0,214,12.65,1,2,0,0,0,0,1,2,3,3,0,0,0,2,2
4587,1,2007-11-22,2831,29,213,12.3617,0,0,0,0,2,2,0,4,4,2,0,1,0,2,2
4588,1,2007-11-22,2336,29,213,27.0833,4,9,0,2,1,2,2,3,5,0,0,0,2,4,9
4589,1,2007-11-22,4570,29,213,30.7667,4,9,2,4,9,10,0,6,6,1,0,0,1,1,19
4590,1,2007-11-22,398,29,213,20.9667,2,3,0,0,3,4,0,7,7,4,0,0,0,1,7
4591,1,2007-11-22,4694,29,213,28.075,9,20,1,3,4,4,1,2,3,2,0,0,2,1,23
4592,1,2007-11-22,3208,29,213,27.0167,4,8,0,0,6,9,2,4,6,5,1,1,2,2,14
4593,1,2007-11-22,495,29,213,38.8983,8,16,2,5,0,0,2,6,8,5,0,1,2,3,18
4594,1,2007-11-22,1381,0,214,29.45,5,16,0,5,0,0,1,2,3,0,0,2,3,2,10
4595,1,2007-11-22,2398,0,214,20.35,3,6,0,1,2,2,0,3,3,1,0,0,0,3,8
4596,1,2007-11-22,3443,32,214,3.71667,1,2,1,2,0,0,1,0,1,0,0,0,0,0,3
4597,1,2007-11-22,2280,0,214,18.2167,5,7,0,1,2,3,5,0,5,1,0,1,2,0,12
4598,1,2007-11-22,2503,29,213,13.9667,2,4,1,2,0,0,1,2,3,0,0,0,2,6,5
4599,1,2007-11-22,2341,32,214,14.65,2,4,1,1,1,1,2,3,5,1,0,0,0,1,6
4600,1,2007-11-22,3486,32,214,27.5167,3,7,3,7,0,0,3,4,7,2,0,2,0,1,9
4601,1,2007-11-22,4665,32,214,29.6333,3,9,0,0,4,4,4,6,10,1,1,0,0,1,10
4602,1,2007-11-22,2210,32,214,32.0833,8,23,4,14,7,8,0,3,3,3,2,0,1,4,27
4603,1,2007-11-22,4463,32,214,3.71667,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
4604,1,2007-11-22,2018,0,214,23.1333,2,4,0,0,1,2,1,5,6,1,0,0,1,1,5
4605,1,2007-11-22,4437,32,214,29.0667,5,13,3,9,4,4,0,0,0,3,1,0,2,3,17
4606,1,2007-11-22,739,0,214,11.1167,1,3,1,2,0,0,0,3,3,1,0,0,1,3,3
4607,1,2007-11-22,863,32,214,28.2,4,10,2,4,0,0,0,5,5,7,3,2,2,1,10
4608,1,2007-11-22,2668,32,214,3.71667,0,1,0,0,1,2,0,1,1,1,0,0,0,1,1
4609,1,2007-11-22,4278,0,214,23.7833,0,3,0,2,0,0,0,5,5,5,1,0,5,3,0
4610,1,2007-11-22,3606,32,214,3.71667,1,4,0,2,0,0,0,0,0,0,0,0,0,1,2
4611,1,2007-11-22,4569,32,214,31.2667,1,3,0,2,1,2,1,3,4,1,0,0,0,3,3
4612,1,2007-11-22,4396,32,214,32.7167,7,11,2,6,3,5,3,2,5,1,1,0,0,3,19
4613,1,2007-11-22,1787,29,213,25.3483,4,11,2,6,0,0,1,6,7,4,1,0,1,2,10
4614,1,2007-11-22,2076,26,212,26.6,2,11,0,4,2,2,0,2,2,5,1,0,5,1,6
4615,1,2007-11-22,2198,14,213,23.87,2,6,1,3,2,2,1,2,3,2,1,1,0,3,7
4616,1,2007-11-22,4263,26,212,16.4833,4,6,3,5,0,0,1,0,1,0,0,0,0,2,11
4617,1,2007-11-22,1937,26,212,7.9,0,2,0,1,1,2,0,0,0,0,0,0,1,0,1
4618,1,2007-11-22,1095,42,212,29.15,4,9,0,2,0,0,0,2,2,2,1,0,0,3,8
4619,1,2007-11-22,3320,42,212,31.2333,9,12,2,5,5,7,4,5,9,1,1,0,1,3,25
4620,1,2007-11-22,658,42,212,25.3667,5,11,1,2,1,2,1,8,9,7,4,1,2,3,12
4621,1,2007-11-22,1333,42,212,23.6,6,14,1,5,2,3,1,2,3,3,1,0,1,2,15
4622,1,2007-11-22,2919,26,212,25.2333,4,10,3,7,5,7,2,3,5,5,0,0,4,5,16
4623,1,2007-11-22,4591,42,212,27.2667,5,7,1,1,3,4,1,7,8,4,0,0,5,1,14
4624,1,2007-11-22,4614,42,212,24.5967,8,13,1,2,1,1,3,6,9,5,4,2,1,2,18
4625,1,2007-11-22,4626,42,212,3.73333,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0
4626,1,2007-11-22,3229,42,212,5.93333,1,3,0,2,0,0,0,2,2,2,1,0,0,2,2
4627,1,2007-11-22,500,42,212,23.0833,4,10,3,6,3,3,0,4,4,5,0,1,1,1,14
4628,1,2007-11-22,2799,42,212,6.63333,2,3,2,3,0,0,0,1,1,0,0,0,0,0,6
4629,1,2007-11-22,4197,14,213,33.25,5,14,2,8,0,0,1,3,4,5,0,0,0,2,12
4630,1,2007-11-22,2368,42,212,27.2667,7,9,2,3,2,3,0,3,3,4,0,2,1,2,18
4631,1,2007-11-22,341,26,212,28.1333,4,10,2,6,0,1,1,2,3,1,1,0,2,1,10
4632,1,2007-11-22,4128,42,212,12.1367,2,3,0,0,2,2,1,4,5,1,0,0,3,3,6
4633,1,2007-11-22,1437,26,212,16.0667,1,8,0,2,0,0,0,2,2,1,0,1,0,3,2
4634,1,2007-11-22,1667,14,213,0.0166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4635,1,2007-11-22,1090,26,212,19.1167,1,5,0,2,1,1,1,5,6,1,1,0,0,1,3
4636,1,2007-11-22,2600,14,213,16.5833,0,5,0,1,0,0,0,2,2,1,0,0,1,2,0
4637,1,2007-11-22,4202,14,213,9.96667,2,4,0,0,2,4,2,2,4,0,0,1,0,3,6
4638,1,2007-11-22,1549,14,213,16.9317,2,4,0,1,2,2,2,1,3,1,1,1,0,3,6
4639,1,2007-11-22,3128,14,213,40.8483,14,30,0,3,6,8,0,6,6,5,3,1,1,4,34
4640,1,2007-11-22,3659,14,213,2.45,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0
4641,1,2007-11-22,4247,14,213,33.2833,5,10,5,8,2,3,0,1,1,2,0,0,0,0,17
4642,1,2007-11-22,4500,14,213,38.0167,3,15,0,0,4,4,6,10,16,1,2,2,3,2,10
4643,1,2007-11-22,4155,26,212,20.95,4,8,1,4,5,5,1,1,2,0,0,0,1,0,14
4644,1,2007-11-22,3283,26,212,12.7,2,6,0,1,2,3,3,2,5,0,0,2,2,3,6
4645,1,2007-11-22,959,26,212,16.3833,1,3,0,0,1,2,0,3,3,0,0,1,2,1,3
4646,1,2007-11-22,3954,26,212,26.6667,4,15,0,7,2,2,3,7,10,3,3,1,1,3,10
4647,1,2007-11-22,3593,26,212,23.7667,5,8,0,3,1,2,3,1,4,4,1,0,1,2,11
4648,1,2007-11-22,2754,14,213,24.7833,8,12,1,3,2,2,3,3,6,2,0,0,0,4,19
4649,1,2007-11-23,3560,2,220,3.48333,1,4,0,0,0,0,2,2,4,0,0,0,1,0,2
4650,1,2007-11-23,1989,2,220,17.8533,3,10,3,7,0,0,1,2,3,1,0,1,0,3,9
4651,1,2007-11-23,3460,2,220,10.2333,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
4652,1,2007-11-23,645,2,220,17.0183,5,7,1,3,0,0,0,2,2,0,2,0,2,1,11
4653,1,2007-11-23,2471,2,220,3.48333,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
4654,1,2007-11-23,846,2,220,22.7667,1,4,0,3,0,0,0,7,7,4,1,0,0,2,2
4655,1,2007-11-23,3895,2,220,33.115,9,15,2,6,3,3,0,10,10,8,2,0,2,3,23
4656,1,2007-11-23,1127,34,221,31.8,5,11,0,0,6,8,6,6,12,0,1,2,0,6,16
4657,1,2007-11-23,4142,2,220,3.48333,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
4658,1,2007-11-23,3962,2,220,30.0,10,13,3,5,2,3,1,3,4,6,3,1,3,0,25
4659,1,2007-11-23,610,2,220,8.83333,0,1,0,1,1,2,0,1,1,0,0,1,1,1,1
4660,1,2007-11-23,4698,2,220,28.6167,5,12,3,5,0,0,2,2,4,3,0,0,0,1,13
4661,1,2007-11-23,4191,2,220,29.5,5,10,4,8,0,0,1,4,5,0,0,2,2,0,14
4662,1,2007-11-23,884,34,221,0.988333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4663,1,2007-11-23,2392,34,221,20.3833,2,8,1,6,1,1,0,2,2,0,0,0,0,1,6
4664,1,2007-11-23,1911,6,220,3.48333,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
4665,1,2007-11-23,2228,2,220,31.6133,8,15,2,4,5,9,4,9,13,4,0,3,4,2,23
4666,1,2007-11-23,1473,6,220,18.7833,2,5,0,0,1,2,1,6,7,1,0,0,0,0,5
4667,1,2007-11-23,1133,31,219,22.6917,2,8,1,5,0,0,0,6,6,6,1,0,2,2,5
4668,1,2007-11-23,3142,6,220,19.9,2,5,0,0,1,2,1,0,1,1,0,1,1,1,5
4669,1,2007-11-23,2255,37,219,28.0667,4,11,1,3,3,4,0,7,7,4,1,3,2,0,12
4670,1,2007-11-23,1122,37,219,29.5167,3,12,2,5,0,0,0,4,4,5,0,1,2,0,8
4671,1,2007-11-23,3756,31,219,17.5517,3,10,3,9,0,0,0,1,1,1,2,0,0,1,9
4672,1,2007-11-23,28,34,221,20.7833,4,8,1,2,0,0,1,2,3,0,0,0,0,0,9
4673,1,2007-11-23,580,31,219,40.7167,10,16,7,10,1,1,0,4,4,2,1,0,3,2,28
4674,1,2007-11-23,2057,31,219,33.6567,3,8,0,3,2,4,0,1,1,3,1,0,3,1,8
4675,1,2007-11-23,4728,31,219,31.4833,5,11,1,3,0,0,1,4,5,1,1,0,1,1,11
4676,1,2007-11-23,3690,31,219,19.2083,3,7,0,0,2,3,0,6,6,3,2,2,1,1,8
4677,1,2007-11-23,3196,6,220,29.2017,7,12,6,9,0,0,1,2,3,4,3,0,1,3,20
4678,1,2007-11-23,2373,31,219,28.5733,6,15,0,0,0,0,8,9,17,0,0,2,3,4,12
4679,1,2007-11-23,2769,31,219,16.4683,0,7,0,2,0,0,3,3,6,1,1,0,2,0,0
4680,1,2007-11-23,4648,6,220,3.48333,0,0,0,0,2,2,0,0,0,0,1,0,0,0,2
4681,1,2007-11-23,1941,6,220,33.75,9,19,3,6,0,0,0,8,8,3,0,0,4,2,21
4682,1,2007-11-23,3450,13,222,27.0167,3,9,1,5,2,2,1,6,7,2,1,1,3,4,9
4683,1,2007-11-23,4073,6,220,20.75,8,14,2,4,0,0,0,2,2,1,0,0,1,1,18
4684,1,2007-11-23,247,6,220,33.815,6,20,1,5,2,3,1,4,5,4,1,1,4,1,15
4685,1,2007-11-23,2557,6,220,23.0,0,3,0,2,3,4,0,4,4,1,1,0,0,3,3
4686,1,2007-11-23,4452,6,220,24.6167,6,8,0,0,0,0,0,4,4,4,1,1,1,3,12
4687,1,2007-11-23,2283,31,219,29.65,3,11,2,4,2,2,1,4,5,4,1,1,1,4,10
4688,1,2007-11-23,3469,34,221,31.3,8,13,3,5,6,9,2,2,4,8,3,0,1,4,25
4689,1,2007-11-23,4335,23,221,38.0667,8,19,1,3,3,4,2,4,6,2,0,1,1,4,20
4690,1,2007-11-23,1757,34,221,18.3383,2,7,0,2,4,5,0,4,4,1,0,1,0,1,8
4691,1,2007-11-23,2517,3,222,13.4167,3,7,0,2,1,2,0,3,3,1,0,0,0,0,7
4692,1,2007-11-23,1898,3,222,15.3833,4,5,0,1,0,0,0,2,2,1,0,0,2,1,8
4693,1,2007-11-23,2884,3,222,21.1167,0,3,0,1,0,0,0,1,1,4,2,0,2,3,0
4694,1,2007-11-23,3101,3,222,13.6667,4,6,2,2,0,0,1,4,5,0,0,0,0,1,10
4695,1,2007-11-23,104,3,222,23.52,2,5,1,2,0,0,1,7,8,0,0,0,1,2,5
4696,1,2007-11-23,1511,13,222,37.2,5,10,2,3,1,2,0,2,2,7,2,1,1,1,13
4697,1,2007-11-23,448,13,222,33.55,6,15,2,4,0,0,3,6,9,1,1,1,3,2,14
4698,1,2007-11-23,256,13,222,33.9467,7,13,0,1,3,4,0,7,7,6,0,0,2,0,17
4699,1,2007-11-23,2004,13,222,0.636667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4700,1,2007-11-23,4248,13,222,20.9833,6,10,0,0,0,0,3,1,4,5,0,0,0,2,12
4701,1,2007-11-23,1218,13,222,23.3667,5,7,4,6,0,0,1,4,5,0,3,0,1,5,14
4702,1,2007-11-23,3483,13,222,0.636667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4703,1,2007-11-23,3299,13,222,14.45,3,4,0,0,0,1,1,2,3,1,1,0,0,1,6
4704,1,2007-11-23,4268,13,222,37.1967,9,21,3,8,2,2,0,5,5,4,2,1,2,1,23
4705,1,2007-11-23,2258,3,222,5.73333,1,2,0,1,0,0,1,0,1,1,0,0,0,0,2
4706,1,2007-11-23,1066,13,222,11.0167,2,2,0,0,0,0,0,1,1,2,1,0,0,0,4
4707,1,2007-11-23,4271,37,219,26.4,3,7,0,1,0,0,2,4,6,0,1,1,2,2,6
4708,1,2007-11-23,2204,3,222,36.5833,5,18,1,7,5,6,2,4,6,5,0,0,5,2,16
4709,1,2007-11-23,2389,34,221,29.7783,8,16,1,4,6,8,0,3,3,6,2,0,4,2,23
4710,1,2007-11-23,2549,3,222,5.73333,3,5,2,2,0,0,0,1,1,0,0,0,0,0,8
4711,1,2007-11-23,201,3,222,5.73333,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4712,1,2007-11-23,3148,34,221,25.0283,3,9,1,6,2,2,0,5,5,1,1,0,2,2,9
4713,1,2007-11-23,1188,34,221,14.9,1,3,0,0,1,1,2,3,5,1,0,0,1,4,3
4714,1,2007-11-23,2594,34,221,24.2833,3,10,1,5,4,4,1,5,6,2,0,0,1,0,11
4715,1,2007-11-23,3293,34,221,22.4167,2,4,1,3,0,0,1,2,3,0,1,0,2,4,5
4716,1,2007-11-23,4222,23,221,27.3333,9,13,0,0,7,10,6,11,17,1,1,1,2,6,25
4717,1,2007-11-23,2405,23,221,27.8833,5,6,1,2,7,8,0,4,4,1,1,0,0,2,18
4718,1,2007-11-23,3608,23,221,37.9117,6,19,1,5,3,4,0,1,1,7,1,1,3,4,16
4719,1,2007-11-23,1029,23,221,9.91667,0,3,0,1,3,4,2,3,5,0,0,0,1,1,3
4720,1,2007-11-23,2666,23,221,11.955,2,3,0,0,0,0,0,1,1,1,0,1,0,2,4
4721,1,2007-11-23,546,23,221,1.3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
4722,1,2007-11-23,314,23,221,28.9167,3,10,0,3,2,2,0,6,6,2,1,0,2,0,8
4723,1,2007-11-23,3453,23,221,23.2,2,5,0,2,2,2,1,0,1,2,0,0,2,2,6
4724,1,2007-11-23,2399,23,221,20.1167,2,5,0,1,0,0,1,1,2,2,1,0,2,1,4
4725,1,2007-11-23,1468,23,221,13.4,0,3,0,1,0,0,0,3,3,0,0,0,0,1,0
4726,1,2007-11-23,781,3,222,15.3667,1,5,0,2,2,4,1,0,1,0,0,0,0,0,4
4727,1,2007-11-23,3318,3,222,29.9467,1,7,1,5,2,2,1,7,8,1,2,0,1,1,5
4728,1,2007-11-23,3143,3,222,23.1333,5,8,0,0,3,4,4,7,11,0,0,1,4,2,13
4729,1,2007-11-23,668,3,222,30.6667,8,16,1,4,1,2,0,1,1,2,1,0,3,2,18
4730,1,2007-11-23,3674,37,219,25.4,6,13,5,7,6,6,1,9,10,2,0,1,1,1,23
4731,1,2007-11-23,1421,6,220,29.2167,1,6,1,6,0,0,0,2,2,3,1,0,0,1,3
4732,1,2007-11-23,1305,37,219,30.0667,5,8,2,3,0,0,0,2,2,5,3,0,1,3,12
4733,1,2007-11-23,1714,36,216,30.1167,2,7,0,3,5,6,1,5,6,0,0,0,0,1,9
4734,1,2007-11-23,1754,36,216,33.7833,13,35,1,11,4,7,0,2,2,0,4,1,1,3,31
4735,1,2007-11-23,2867,36,216,31.3833,4,8,1,2,4,9,0,3,3,4,1,0,3,5,13
4736,1,2007-11-23,3112,39,216,33.715,5,8,1,3,5,7,0,2,2,1,1,0,4,4,16
4737,1,2007-11-23,2802,39,216,26.2333,7,20,1,4,8,9,1,6,7,2,2,3,1,4,23
4738,1,2007-11-23,1945,36,216,16.6167,1,1,0,0,0,0,0,1,1,1,1,0,1,4,2
4739,1,2007-11-23,3978,36,216,28.3367,5,10,0,0,2,4,6,4,10,1,0,1,3,5,12
4740,1,2007-11-23,3215,36,216,11.4333,1,2,0,1,2,3,0,1,1,2,0,0,0,2,4
4741,1,2007-11-23,1640,36,216,32.55,6,12,2,5,0,0,0,2,2,2,3,1,1,2,14
4742,1,2007-11-23,653,39,216,14.45,2,5,0,0,2,4,2,1,3,2,0,0,1,0,6
4743,1,2007-11-23,3205,36,216,1.83333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4744,1,2007-11-23,4384,36,216,18.2967,3,7,0,0,1,2,0,2,2,4,0,0,2,1,7
4745,1,2007-11-23,1221,39,216,10.5,1,1,0,0,0,0,1,2,3,1,0,0,0,1,2
4746,1,2007-11-23,719,39,216,14.285,2,4,2,4,0,0,0,1,1,1,0,0,1,3,6
4747,1,2007-11-23,4226,39,216,37.5,12,15,2,3,2,5,0,3,3,7,2,0,3,2,28
4748,1,2007-11-23,1399,39,216,14.1683,4,9,2,3,1,2,4,1,5,3,0,0,1,4,11
4749,1,2007-11-23,1307,39,216,35.9833,4,9,0,0,2,5,0,8,8,8,1,1,3,2,10
4750,1,2007-11-23,2008,36,216,24.7667,5,5,0,0,3,6,3,3,6,0,1,1,0,2,13
4751,1,2007-11-23,1721,39,216,31.5483,3,7,3,5,0,0,1,3,4,0,1,1,1,4,9
4752,1,2007-11-23,3878,36,216,10.8833,1,1,0,0,0,0,0,6,6,1,0,0,1,0,2
4753,1,2007-11-23,2320,33,215,34.4833,8,15,2,3,3,3,1,3,4,0,1,1,0,3,21
4754,1,2007-11-23,954,37,219,32.9167,6,10,2,4,2,2,1,5,6,0,1,0,4,1,16
4755,1,2007-11-23,4737,33,215,42.5933,3,12,1,6,7,8,0,2,2,7,2,0,4,3,14
4756,1,2007-11-23,2975,33,215,25.5117,3,7,1,2,0,0,0,2,2,2,2,1,0,1,7
4757,1,2007-11-23,3950,33,215,22.135,0,6,0,6,0,0,1,0,1,2,1,0,1,2,0
4758,1,2007-11-23,4655,33,215,9.35,2,3,1,2,0,0,0,0,0,0,0,0,2,1,5
4759,1,2007-11-23,2100,33,215,19.0533,5,8,0,0,1,1,3,2,5,1,0,1,2,1,11
4760,1,2007-11-23,3787,33,215,42.5367,11,25,0,3,9,11,2,13,15,4,3,0,2,0,31
4761,1,2007-11-23,4332,33,215,30.1133,4,10,3,7,0,0,1,4,5,0,1,1,0,6,11
4762,1,2007-11-23,1563,19,215,39.0533,4,8,1,4,6,6,1,4,5,5,4,0,2,3,15
4763,1,2007-11-23,2920,19,215,17.7667,1,3,0,0,4,4,2,2,4,4,0,1,0,3,6
4764,1,2007-11-23,2080,19,215,33.0667,4,8,1,2,2,3,1,6,7,0,0,0,2,3,11
4765,1,2007-11-23,1901,19,215,19.8333,2,6,0,1,0,0,0,3,3,1,0,0,1,0,4
4766,1,2007-11-23,774,19,215,38.5417,18,26,3,6,4,6,0,2,2,11,3,1,3,3,43
4767,1,2007-11-23,1969,19,215,37.5433,8,13,2,4,3,4,1,6,7,1,2,1,3,4,21
4768,1,2007-11-23,4747,19,215,25.3333,3,11,1,5,0,0,3,1,4,0,0,1,2,2,7
4769,1,2007-11-23,703,19,215,18.6283,2,5,0,2,1,1,0,5,5,1,0,0,4,3,5
4770,1,2007-11-23,221,33,215,39.2233,6,11,0,0,4,6,3,6,9,4,2,0,2,6,16
4771,1,2007-11-23,2144,39,216,21.6167,1,3,0,1,0,0,1,4,5,0,0,0,2,3,2
4772,1,2007-11-23,743,35,217,38.0833,9,23,4,12,8,10,2,6,8,2,2,0,3,2,30
4773,1,2007-11-23,1025,19,215,35.2333,5,9,1,2,0,0,1,8,9,2,0,2,1,2,11
4774,1,2007-11-23,1634,35,217,15.105,3,5,0,0,2,2,3,2,5,0,1,0,2,4,8
4775,1,2007-11-23,452,25,218,28.9583,5,6,3,4,1,1,0,5,5,2,3,0,0,2,14
4776,1,2007-11-23,1078,25,218,29.7333,5,12,0,2,0,0,1,0,1,2,0,1,0,1,10
4777,1,2007-11-23,513,25,218,27.2333,3,8,2,5,1,1,0,2,2,8,2,0,3,2,9
4778,1,2007-11-23,2232,25,218,34.9667,7,12,2,6,3,5,5,9,14,2,0,0,4,4,19
4779,1,2007-11-23,3827,30,218,31.4683,4,9,3,6,1,1,0,5,5,1,0,0,0,6,12
4780,1,2007-11-23,1314,30,218,12.0833,1,3,0,2,1,2,0,1,1,1,0,0,3,0,3
4781,1,2007-11-23,4212,30,218,18.65,3,8,2,6,0,0,1,7,8,0,0,1,1,0,8
4782,1,2007-11-23,4287,30,218,36.1083,8,17,1,5,6,8,1,3,4,10,2,0,6,3,23
4783,1,2007-11-23,3103,30,218,27.5483,6,12,2,4,2,2,0,4,4,3,2,1,3,2,16
4784,1,2007-11-23,810,30,218,23.8333,5,10,2,4,0,0,0,2,2,2,1,0,2,0,12
4785,1,2007-11-23,885,30,218,28.1667,2,7,2,5,2,2,1,5,6,3,1,0,1,3,8
4786,1,2007-11-23,3936,30,218,7.125,2,2,0,0,0,0,1,2,3,0,0,0,1,4,4
4787,1,2007-11-23,3907,30,218,34.8167,5,9,0,0,1,3,4,4,8,2,3,0,2,5,11
4788,1,2007-11-23,2618,37,219,24.9,7,10,0,0,1,1,0,12,12,3,0,0,3,4,15
4789,1,2007-11-23,3700,37,219,24.25,1,7,1,1,1,2,0,0,0,2,4,0,2,1,4
4790,1,2007-11-23,981,37,219,18.4833,1,3,1,3,0,0,0,0,0,1,0,0,2,2,3
4791,1,2007-11-23,2790,35,217,20.835,4,9,3,6,0,1,2,3,5,2,1,0,2,4,11
4792,1,2007-11-23,4525,25,218,13.775,2,8,1,2,1,1,0,0,0,2,0,1,0,1,6
4793,1,2007-11-23,4023,25,218,31.4833,11,16,1,1,4,6,2,4,6,0,4,2,1,5,27
4794,1,2007-11-23,2569,30,218,20.2,1,3,0,1,5,6,1,0,1,1,0,0,2,1,7
4795,1,2007-11-23,2093,25,218,30.7083,1,4,0,0,0,0,1,6,7,2,2,1,1,5,2
4796,1,2007-11-23,4034,35,217,24.3167,3,6,0,0,1,2,4,3,7,1,1,1,1,5,7
4797,1,2007-11-23,4604,25,218,34.475,7,16,1,4,4,8,0,3,3,6,0,0,4,2,19
4798,1,2007-11-23,3236,35,217,32.3117,4,11,1,4,2,2,1,1,2,5,0,1,1,2,11
4799,1,2007-11-23,71,35,217,18.5467,3,8,0,2,0,0,0,2,2,0,2,0,1,2,6
4800,1,2007-11-23,4101,35,217,27.45,2,5,0,2,0,0,0,6,6,2,0,1,1,4,4
4801,1,2007-11-23,2923,35,217,14.785,2,6,0,3,0,0,0,2,2,2,0,0,0,5,4
4802,1,2007-11-23,36,35,217,25.75,10,13,1,2,3,5,0,1,1,1,1,1,1,3,24
4803,1,2007-11-23,3083,21,217,29.6667,1,6,1,6,0,0,1,5,6,5,0,1,0,0,3
4804,1,2007-11-23,4620,21,217,40.3833,16,25,1,4,10,15,4,13,17,5,1,1,2,2,43
4805,1,2007-11-23,2568,35,217,22.8167,8,12,2,3,1,2,0,6,6,0,2,2,1,0,19
4806,1,2007-11-23,2781,21,217,8.11667,0,3,0,0,0,0,0,1,1,0,1,0,1,2,0
4807,1,2007-11-23,3524,21,217,35.8833,9,18,3,5,3,3,1,3,4,10,1,1,4,3,24
4808,1,2007-11-23,3248,21,217,27.0483,4,11,2,8,2,2,1,9,10,1,0,1,0,2,12
4809,1,2007-11-23,2061,21,217,30.2467,7,10,0,2,5,8,3,8,11,2,1,0,3,4,19
4810,1,2007-11-23,2396,21,217,12.1217,2,4,1,3,0,0,0,1,1,0,1,1,2,3,5
4811,1,2007-11-23,3884,21,217,11.6333,2,3,1,2,1,2,0,1,1,0,0,0,3,2,6
4812,1,2007-11-23,3140,21,217,14.8,1,8,0,1,2,2,1,0,1,3,0,0,0,2,4
4813,1,2007-11-23,735,21,217,30.1,6,11,1,3,0,0,0,2,2,1,0,0,0,5,13
4814,1,2007-11-23,3286,25,218,8.66667,2,3,1,1,1,2,0,2,2,0,0,0,0,1,6
4815,1,2007-11-24,2398,0,229,25.1167,2,7,1,4,0,0,3,7,10,4,0,0,0,4,5
4816,1,2007-11-24,3727,11,229,36.69,7,14,2,4,7,11,1,7,8,1,0,0,0,4,23
4817,1,2007-11-24,4195,0,229,18.6867,4,8,3,5,2,2,0,4,4,0,2,0,0,1,13
4818,1,2007-11-24,4300,0,229,21.6317,6,10,3,5,0,0,0,2,2,3,1,0,1,5,15
4819,1,2007-11-24,1381,0,229,37.75,9,24,2,11,2,2,0,3,3,4,2,0,1,3,22
4820,1,2007-11-24,2280,0,229,26.8467,0,2,0,0,0,0,5,2,7,1,0,0,1,4,0
4821,1,2007-11-24,1393,0,229,36.65,11,24,0,4,10,11,0,4,4,3,0,1,4,4,32
4822,1,2007-11-24,2926,0,229,22.14,1,1,0,0,0,0,1,6,7,1,1,4,2,3,2
4823,1,2007-11-24,1382,11,229,30.9133,4,5,0,0,5,6,0,10,10,0,1,1,3,2,13
4824,1,2007-11-24,2018,0,229,28.2517,4,9,0,4,0,0,2,3,5,4,0,0,2,0,8
4825,1,2007-11-24,3357,11,229,18.95,1,7,1,6,2,3,0,5,5,0,0,1,0,2,5
4826,1,2007-11-24,4437,32,230,28.6167,4,13,3,11,0,0,0,1,1,5,0,0,0,2,11
4827,1,2007-11-24,2333,11,229,35.7833,9,20,2,8,4,4,1,8,9,4,0,0,3,3,24
4828,1,2007-11-24,3317,11,229,20.3667,6,9,1,2,0,0,1,2,3,3,0,0,3,2,13
4829,1,2007-11-24,130,11,229,17.0667,3,6,0,1,1,1,2,2,4,0,1,0,0,1,7
4830,1,2007-11-24,2908,11,229,12.2367,0,2,0,2,0,0,0,0,0,1,0,2,0,0,0
4831,1,2007-11-24,451,11,229,27.7433,5,12,2,5,2,7,0,2,2,6,2,1,0,1,14
4832,1,2007-11-24,3191,0,229,2.93333,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4833,1,2007-11-24,3486,32,230,23.35,1,3,1,3,2,2,0,2,2,1,0,4,0,0,5
4834,1,2007-11-24,2668,32,230,1.98333,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4835,1,2007-11-24,4665,32,230,35.1167,11,14,0,0,1,3,5,11,16,1,1,4,1,1,23
