,Season,Date,HID,AID,N,POFF,Open,OddsH,OddsA,H,A,HSC,ASC,HFGM,AFGM,HFGA,AFGA,HFG3M,AFG3M,HFG3A,AFG3A,HFTM,AFTM,HFTA,AFTA,HORB,AORB,HDRB,ADRB,HRB,ARB,HAST,AAST,HSTL,ASTL,HBLK,ABLK,HTOV,ATOV,HPF,APF
588,1,2008-01-13,26,31,0,0,2008-01-12,2.40369102861526,1.5391776397433354,1,0,106,82,43.0,31.0,91.0,87.0,10.0,5.0,24.0,34.0,10.0,15.0,13.0,27.0,14.0,12.0,45.0,29.0,59.0,41.0,25.0,23.0,7.0,11.0,2.0,7.0,17.0,14.0,22.0,17.0
589,1,2008-01-13,6,34,0,0,2008-01-12,2.213062312446824,1.625467713590113,0,1,100,117,41.0,42.0,88.0,83.0,7.0,16.0,18.0,46.0,11.0,17.0,15.0,22.0,11.0,6.0,33.0,32.0,44.0,38.0,20.0,29.0,6.0,6.0,4.0,3.0,14.0,10.0,15.0,16.0
590,1,2008-01-14,21,25,0,0,2008-01-13,1.2403133051846003,3.9615606933809158,1,0,114,95,44.0,35.0,79.0,78.0,6.0,10.0,17.0,30.0,20.0,15.0,29.0,18.0,5.0,6.0,35.0,30.0,40.0,36.0,27.0,28.0,13.0,5.0,4.0,7.0,14.0,18.0,18.0,23.0
591,1,2008-01-14,19,34,0,0,2008-01-13,1.2411842910418538,3.952244234251727,1,0,116,95,47.0,32.0,93.0,79.0,12.0,11.0,32.0,42.0,10.0,20.0,12.0,22.0,6.0,9.0,37.0,38.0,43.0,47.0,37.0,19.0,13.0,5.0,2.0,4.0,14.0,25.0,21.0,16.0
592,1,2008-01-14,30,24,0,0,2008-01-13,1.3781054777741968,2.96826647673426,1,0,111,95,45.0,32.0,98.0,87.0,10.0,13.0,34.0,37.0,11.0,18.0,20.0,24.0,9.0,5.0,48.0,41.0,57.0,46.0,24.0,15.0,11.0,8.0,4.0,1.0,9.0,16.0,18.0,15.0
593,1,2008-01-14,2,36,0,0,2008-01-13,1.3377046239441621,3.184828903556772,1,0,114,102,46.0,36.0,98.0,86.0,9.0,14.0,25.0,37.0,13.0,16.0,16.0,23.0,10.0,11.0,36.0,35.0,46.0,46.0,27.0,20.0,10.0,6.0,6.0,6.0,11.0,15.0,19.0,21.0
594,1,2008-01-14,32,42,0,0,2008-01-13,1.4993881432541174,2.5119919920064238,1,0,125,113,38.0,44.0,76.0,93.0,22.0,7.0,47.0,29.0,27.0,18.0,34.0,21.0,4.0,14.0,30.0,32.0,34.0,46.0,28.0,26.0,8.0,7.0,3.0,3.0,15.0,14.0,23.0,21.0
595,1,2008-01-14,3,35,0,0,2008-01-13,1.1139632931000343,6.424858779110534,1,0,111,101,40.0,36.0,85.0,89.0,11.0,7.0,31.0,23.0,20.0,22.0,29.0,27.0,12.0,14.0,39.0,34.0,51.0,48.0,25.0,18.0,7.0,9.0,5.0,2.0,15.0,11.0,21.0,19.0
596,1,2008-01-14,5,14,0,0,2008-01-13,2.0571606138160416,1.7176224084207192,0,1,107,119,42.0,43.0,85.0,79.0,9.0,7.0,32.0,20.0,14.0,26.0,17.0,32.0,9.0,9.0,28.0,29.0,37.0,38.0,22.0,24.0,5.0,5.0,2.0,5.0,13.0,9.0,22.0,15.0
597,1,2008-01-14,11,17,0,0,2008-01-13,1.521543736668451,2.4498065500605053,0,1,97,107,36.0,41.0,86.0,94.0,8.0,8.0,30.0,29.0,17.0,17.0,24.0,27.0,14.0,11.0,38.0,33.0,52.0,44.0,12.0,28.0,10.0,12.0,7.0,2.0,19.0,14.0,20.0,20.0
598,1,2008-01-15,39,23,0,0,2008-01-14,1.2081309046721518,4.351419249220779,1,0,132,115,49.0,42.0,88.0,84.0,17.0,14.0,33.0,32.0,17.0,17.0,25.0,21.0,13.0,6.0,36.0,28.0,49.0,34.0,39.0,26.0,10.0,14.0,2.0,3.0,20.0,17.0,20.0,18.0
599,1,2008-01-15,33,26,0,0,2008-01-14,1.0815487334910725,7.883560727096331,1,0,104,101,37.0,40.0,80.0,87.0,10.0,10.0,32.0,27.0,20.0,11.0,27.0,16.0,6.0,13.0,33.0,37.0,39.0,50.0,26.0,22.0,18.0,12.0,7.0,2.0,19.0,27.0,20.0,22.0
600,1,2008-01-15,16,13,0,0,2008-01-14,1.290294177765134,3.5060535568686513,0,1,117,119,43.0,38.0,85.0,90.0,12.0,11.0,30.0,31.0,19.0,32.0,26.0,40.0,10.0,15.0,33.0,27.0,43.0,42.0,22.0,25.0,4.0,9.0,5.0,4.0,16.0,10.0,30.0,23.0
601,1,2008-01-15,15,37,0,0,2008-01-14,4.126889828630857,1.225703737373902,0,1,115,123,41.0,49.0,76.0,91.0,13.0,10.0,29.0,26.0,20.0,15.0,23.0,19.0,8.0,6.0,27.0,26.0,35.0,32.0,24.0,34.0,4.0,11.0,3.0,0.0,16.0,6.0,20.0,18.0
602,1,2008-01-15,0,35,0,0,2008-01-14,1.0703666913602412,8.587297364060642,1,0,122,95,49.0,35.0,96.0,88.0,14.0,6.0,45.0,24.0,10.0,19.0,12.0,21.0,15.0,9.0,34.0,30.0,49.0,39.0,36.0,13.0,9.0,11.0,10.0,1.0,16.0,17.0,14.0,12.0
603,1,2008-01-15,43,30,0,0,2008-01-14,2.2412399351587426,1.6111391929143086,1,0,115,111,45.0,38.0,88.0,80.0,10.0,15.0,25.0,29.0,15.0,20.0,19.0,29.0,9.0,12.0,28.0,31.0,37.0,43.0,31.0,26.0,18.0,11.0,7.0,5.0,19.0,26.0,25.0,19.0
604,1,2008-01-15,31,42,0,0,2008-01-14,1.89145226907604,1.8481150675893312,0,1,99,103,38.0,41.0,83.0,87.0,8.0,9.0,31.0,27.0,15.0,12.0,25.0,17.0,9.0,15.0,29.0,35.0,38.0,50.0,24.0,32.0,9.0,2.0,8.0,2.0,6.0,16.0,18.0,20.0
605,1,2008-01-15,29,41,0,0,2008-01-14,1.312948089247207,3.341863760378923,1,0,128,109,48.0,36.0,93.0,90.0,14.0,12.0,30.0,33.0,18.0,25.0,21.0,29.0,7.0,10.0,38.0,33.0,45.0,43.0,28.0,20.0,6.0,5.0,11.0,5.0,10.0,11.0,24.0,20.0
606,1,2008-01-16,17,5,0,0,2008-01-15,1.30287317742598,3.4122212408327384,1,0,113,100,46.0,39.0,82.0,86.0,8.0,14.0,23.0,44.0,13.0,8.0,18.0,14.0,9.0,7.0,38.0,26.0,47.0,33.0,30.0,23.0,5.0,8.0,6.0,2.0,15.0,11.0,17.0,20.0
607,1,2008-01-16,23,39,0,0,2008-01-15,2.1239756129765706,1.6751960364664402,1,0,123,106,47.0,37.0,87.0,86.0,13.0,8.0,27.0,27.0,16.0,24.0,21.0,31.0,11.0,17.0,28.0,29.0,39.0,46.0,26.0,23.0,16.0,12.0,2.0,3.0,19.0,24.0,21.0,20.0
608,1,2008-01-16,25,14,0,0,2008-01-15,2.4431924451540024,1.5240070545255298,1,0,96,86,37.0,30.0,90.0,83.0,8.0,11.0,33.0,27.0,14.0,15.0,20.0,23.0,9.0,8.0,43.0,45.0,52.0,53.0,22.0,14.0,6.0,4.0,8.0,2.0,9.0,15.0,22.0,19.0
609,1,2008-01-16,11,43,0,0,2008-01-15,1.1577427569476537,5.215572514160554,1,0,104,94,30.0,36.0,70.0,84.0,12.0,7.0,34.0,25.0,32.0,15.0,45.0,21.0,8.0,7.0,34.0,30.0,42.0,37.0,21.0,22.0,7.0,10.0,5.0,8.0,20.0,15.0,17.0,34.0
610,1,2008-01-16,32,2,0,0,2008-01-15,1.5843257101270924,2.297421403214819,0,1,109,116,32.0,44.0,85.0,91.0,18.0,8.0,48.0,27.0,27.0,20.0,32.0,24.0,14.0,10.0,32.0,39.0,46.0,49.0,19.0,26.0,4.0,11.0,7.0,5.0,19.0,13.0,18.0,25.0
611,1,2008-01-16,21,15,0,0,2008-01-15,1.0995502954745957,6.989348498962837,1,0,140,124,46.0,42.0,84.0,88.0,12.0,14.0,29.0,30.0,36.0,26.0,39.0,30.0,11.0,9.0,33.0,22.0,44.0,31.0,33.0,27.0,7.0,7.0,7.0,3.0,17.0,13.0,21.0,30.0
612,1,2008-01-16,3,6,0,0,2008-01-15,1.0877750107148063,7.545569432639497,1,0,124,112,47.0,43.0,83.0,93.0,11.0,9.0,26.0,22.0,19.0,17.0,21.0,19.0,6.0,10.0,37.0,27.0,43.0,37.0,28.0,22.0,6.0,5.0,7.0,3.0,16.0,12.0,21.0,18.0
613,1,2008-01-16,36,24,0,0,2008-01-15,1.1623815404898457,5.11808331246497,1,0,106,93,41.0,33.0,84.0,83.0,12.0,13.0,33.0,33.0,12.0,14.0,14.0,20.0,4.0,7.0,40.0,34.0,44.0,41.0,24.0,17.0,5.0,6.0,3.0,4.0,13.0,12.0,20.0,20.0
614,1,2008-01-16,19,37,0,0,2008-01-15,1.5877024484724198,2.2900837825748326,1,0,135,108,50.0,39.0,88.0,91.0,14.0,9.0,32.0,28.0,21.0,21.0,24.0,33.0,9.0,12.0,39.0,27.0,48.0,39.0,32.0,26.0,7.0,6.0,7.0,0.0,14.0,11.0,25.0,18.0
615,1,2008-01-16,34,26,0,0,2008-01-15,1.246577834096617,3.895807301523794,1,0,116,100,43.0,36.0,95.0,99.0,10.0,6.0,30.0,35.0,20.0,22.0,26.0,25.0,18.0,18.0,36.0,34.0,54.0,52.0,21.0,17.0,10.0,8.0,9.0,6.0,20.0,22.0,28.0,24.0
616,1,2008-01-17,42,29,0,0,2008-01-16,1.3034681194015267,3.407952526456328,1,0,121,100,50.0,38.0,99.0,87.0,11.0,6.0,28.0,24.0,10.0,18.0,13.0,26.0,15.0,8.0,38.0,30.0,53.0,38.0,29.0,21.0,7.0,4.0,8.0,6.0,9.0,12.0,23.0,16.0
617,1,2008-01-17,14,16,0,0,2008-01-16,1.5149979907130249,2.4676655369693927,1,0,154,147,56.0,58.0,99.0,114.0,16.0,15.0,19.0,35.0,26.0,16.0,29.0,24.0,5.0,14.0,38.0,35.0,43.0,49.0,38.0,33.0,8.0,8.0,10.0,5.0,17.0,13.0,25.0,24.0
618,1,2008-01-17,31,19,0,0,2008-01-16,1.9776918486107318,1.7750852984209189,1,0,115,99,46.0,36.0,96.0,89.0,18.0,12.0,39.0,34.0,5.0,15.0,8.0,17.0,10.0,9.0,41.0,28.0,51.0,37.0,33.0,20.0,7.0,5.0,4.0,8.0,9.0,11.0,18.0,10.0
619,1,2008-01-17,30,5,0,0,2008-01-16,1.452054499992262,2.663474832444101,1,0,112,102,44.0,35.0,86.0,82.0,9.0,11.0,22.0,38.0,15.0,21.0,20.0,24.0,11.0,9.0,36.0,28.0,47.0,37.0,29.0,22.0,7.0,13.0,8.0,3.0,20.0,20.0,22.0,21.0
620,1,2008-01-18,23,2,0,0,2008-01-17,2.435156465037339,1.5270289687428296,1,0,113,106,40.0,40.0,82.0,89.0,18.0,13.0,33.0,40.0,15.0,13.0,20.0,17.0,6.0,10.0,37.0,33.0,43.0,43.0,28.0,26.0,10.0,8.0,3.0,6.0,17.0,15.0,17.0,17.0
621,1,2008-01-18,36,17,0,0,2008-01-17,1.3549552183029068,3.0869745118732945,1,0,113,95,38.0,37.0,96.0,103.0,15.0,5.0,42.0,27.0,22.0,16.0,32.0,24.0,15.0,16.0,50.0,39.0,65.0,55.0,24.0,14.0,9.0,9.0,9.0,5.0,16.0,13.0,20.0,23.0
622,1,2008-01-18,13,11,0,0,2008-01-17,1.3566451893019265,3.0778430221845228,0,1,115,119,47.0,44.0,102.0,97.0,10.0,13.0,24.0,38.0,11.0,18.0,13.0,24.0,17.0,11.0,36.0,32.0,53.0,43.0,27.0,25.0,5.0,7.0,10.0,7.0,13.0,7.0,20.0,16.0
623,1,2008-01-18,33,34,0,0,2008-01-17,1.183767348770609,4.720801164832396,1,0,122,105,48.0,37.0,105.0,88.0,11.0,11.0,35.0,30.0,15.0,20.0,24.0,30.0,13.0,9.0,42.0,45.0,55.0,54.0,32.0,20.0,10.0,4.0,4.0,4.0,10.0,17.0,22.0,21.0
624,1,2008-01-18,0,6,0,0,2008-01-17,1.0515419513007993,10.166460078905155,1,0,146,109,53.0,35.0,92.0,78.0,18.0,9.0,39.0,20.0,22.0,30.0,26.0,34.0,11.0,5.0,38.0,24.0,49.0,29.0,38.0,16.0,6.0,9.0,8.0,1.0,12.0,13.0,27.0,21.0
625,1,2008-01-18,39,26,0,0,2008-01-17,1.113377892348017,6.445712166213036,0,1,121,123,45.0,45.0,87.0,81.0,11.0,12.0,33.0,25.0,20.0,21.0,27.0,27.0,11.0,15.0,19.0,29.0,30.0,44.0,31.0,27.0,13.0,7.0,4.0,4.0,15.0,21.0,23.0,24.0
626,1,2008-01-18,3,41,0,0,2008-01-17,1.249001583885565,3.8711282262872433,1,0,127,96,52.0,36.0,93.0,90.0,15.0,13.0,40.0,30.0,8.0,11.0,9.0,16.0,7.0,10.0,40.0,33.0,47.0,43.0,31.0,23.0,10.0,3.0,16.0,2.0,9.0,14.0,20.0,10.0
627,1,2008-01-18,35,37,0,0,2008-01-17,3.6018262261628857,1.2783675160549104,0,1,106,121,39.0,49.0,88.0,94.0,14.0,12.0,39.0,26.0,14.0,11.0,16.0,11.0,8.0,11.0,29.0,36.0,37.0,47.0,22.0,30.0,8.0,8.0,5.0,1.0,17.0,14.0,18.0,15.0
628,1,2008-01-18,32,15,0,0,2008-01-17,1.0578713516337939,9.566595237096447,1,0,141,113,46.0,40.0,89.0,89.0,20.0,9.0,52.0,33.0,29.0,24.0,32.0,26.0,8.0,6.0,37.0,33.0,45.0,39.0,28.0,24.0,8.0,12.0,9.0,4.0,15.0,13.0,18.0,24.0
629,1,2008-01-19,31,25,0,0,2008-01-18,1.2978946939126426,3.4485275454586977,1,0,112,108,40.0,39.0,80.0,81.0,15.0,9.0,31.0,29.0,17.0,21.0,24.0,27.0,10.0,10.0,28.0,28.0,38.0,38.0,25.0,18.0,7.0,9.0,4.0,6.0,14.0,13.0,23.0,21.0
630,1,2008-01-19,36,6,0,0,2008-01-18,1.0631442772054363,9.123979908564884,1,0,110,102,38.0,40.0,88.0,97.0,16.0,7.0,45.0,25.0,18.0,15.0,25.0,17.0,10.0,10.0,42.0,37.0,52.0,47.0,23.0,24.0,6.0,8.0,11.0,7.0,13.0,11.0,18.0,19.0
631,1,2008-01-19,13,21,0,0,2008-01-18,1.5366799968180942,2.410052447652577,1,0,110,106,40.0,40.0,93.0,87.0,11.0,5.0,39.0,24.0,19.0,21.0,24.0,24.0,15.0,10.0,35.0,38.0,50.0,48.0,23.0,22.0,7.0,7.0,5.0,8.0,15.0,17.0,20.0,20.0
632,1,2008-01-19,24,19,0,0,2008-01-18,2.5203030806794913,1.4965579554858814,1,0,105,103,36.0,38.0,84.0,90.0,11.0,8.0,38.0,32.0,22.0,19.0,24.0,28.0,9.0,10.0,41.0,36.0,50.0,46.0,21.0,19.0,2.0,7.0,5.0,3.0,15.0,8.0,20.0,18.0
633,1,2008-01-19,29,5,0,0,2008-01-18,1.2748764617613715,3.631224480067545,0,1,104,109,36.0,37.0,74.0,85.0,9.0,16.0,18.0,37.0,23.0,19.0,29.0,22.0,6.0,14.0,32.0,34.0,38.0,48.0,25.0,20.0,7.0,12.0,5.0,5.0,17.0,18.0,19.0,26.0
634,1,2008-01-19,16,14,0,0,2008-01-18,1.4829979330870051,2.561362770756934,1,0,122,112,43.0,44.0,93.0,96.0,11.0,10.0,23.0,31.0,25.0,14.0,29.0,20.0,7.0,13.0,40.0,39.0,47.0,52.0,27.0,21.0,10.0,5.0,5.0,7.0,7.0,14.0,16.0,18.0
635,1,2008-01-19,43,42,0,0,2008-01-18,3.96683860473709,1.2398222570609494,1,0,102,93,38.0,34.0,92.0,88.0,8.0,10.0,26.0,31.0,18.0,15.0,25.0,22.0,14.0,13.0,35.0,37.0,49.0,50.0,29.0,25.0,11.0,7.0,9.0,6.0,9.0,17.0,19.0,19.0
636,1,2008-01-19,30,41,0,0,2008-01-18,1.4278551067311047,2.7526783895833895,1,0,104,97,41.0,36.0,99.0,88.0,14.0,12.0,37.0,36.0,8.0,13.0,12.0,22.0,12.0,13.0,37.0,43.0,49.0,56.0,27.0,21.0,8.0,6.0,5.0,11.0,11.0,20.0,21.0,17.0
637,1,2008-01-20,26,2,0,0,2008-01-19,3.389220584175282,1.3061032861095683,0,1,114,133,39.0,49.0,96.0,92.0,12.0,11.0,38.0,30.0,24.0,24.0,30.0,33.0,18.0,8.0,36.0,31.0,54.0,39.0,19.0,28.0,3.0,13.0,5.0,4.0,24.0,14.0,30.0,25.0
638,1,2008-01-20,11,0,0,0,2008-01-19,1.9807575082262958,1.7727084069555405,0,1,114,119,38.0,45.0,91.0,99.0,16.0,19.0,38.0,45.0,22.0,10.0,29.0,12.0,18.0,16.0,33.0,33.0,51.0,49.0,21.0,26.0,5.0,9.0,4.0,8.0,12.0,10.0,14.0,22.0
639,1,2008-01-20,24,32,0,0,2008-01-19,2.5315016698013593,1.4927908195872572,1,0,116,109,41.0,38.0,85.0,86.0,9.0,10.0,24.0,42.0,25.0,23.0,28.0,27.0,12.0,9.0,33.0,29.0,45.0,38.0,25.0,20.0,6.0,7.0,2.0,1.0,11.0,10.0,21.0,21.0
640,1,2008-01-20,35,39,0,0,2008-01-19,3.0738714986944013,1.357384694103795,0,1,105,108,37.0,40.0,86.0,87.0,10.0,6.0,31.0,20.0,21.0,22.0,30.0,30.0,7.0,12.0,27.0,44.0,34.0,56.0,24.0,22.0,8.0,4.0,5.0,9.0,10.0,17.0,21.0,21.0
641,1,2008-01-20,23,33,0,0,2008-01-19,2.1879875519916,1.638755665296006,0,1,138,140,54.0,49.0,118.0,104.0,19.0,13.0,44.0,36.0,11.0,29.0,18.0,36.0,17.0,17.0,34.0,42.0,51.0,59.0,36.0,24.0,11.0,16.0,7.0,8.0,20.0,23.0,28.0,27.0
642,1,2008-01-20,17,15,0,0,2008-01-19,1.109643348294859,6.5825977229287185,0,1,95,101,36.0,38.0,91.0,89.0,7.0,8.0,34.0,21.0,16.0,17.0,27.0,23.0,13.0,10.0,38.0,42.0,51.0,52.0,21.0,18.0,4.0,5.0,5.0,2.0,11.0,13.0,22.0,21.0
643,1,2008-01-20,42,3,0,0,2008-01-19,1.3888097541838043,2.9176843584892187,1,0,116,113,45.0,40.0,81.0,88.0,9.0,12.0,22.0,34.0,17.0,21.0,20.0,22.0,4.0,8.0,31.0,31.0,35.0,39.0,21.0,25.0,5.0,5.0,0.0,1.0,12.0,9.0,20.0,22.0
644,1,2008-01-21,32,25,0,0,2008-01-20,1.1661291776034577,5.042521071544187,1,0,112,94,37.0,36.0,84.0,71.0,18.0,10.0,48.0,22.0,20.0,12.0,22.0,22.0,7.0,9.0,29.0,34.0,36.0,43.0,17.0,31.0,12.0,5.0,3.0,5.0,14.0,24.0,20.0,20.0
645,1,2008-01-21,29,21,0,0,2008-01-20,1.5552492979087897,2.3640257840194754,0,1,117,121,41.0,46.0,86.0,105.0,18.0,8.0,36.0,25.0,17.0,21.0,24.0,28.0,8.0,15.0,42.0,34.0,50.0,49.0,34.0,28.0,4.0,8.0,7.0,7.0,17.0,7.0,21.0,19.0
646,1,2008-01-21,30,3,0,0,2008-01-20,1.84916332592434,1.8903169383356477,1,0,115,107,43.0,37.0,87.0,92.0,10.0,10.0,26.0,31.0,19.0,23.0,24.0,29.0,11.0,17.0,37.0,32.0,48.0,49.0,24.0,22.0,6.0,6.0,6.0,3.0,13.0,14.0,23.0,23.0
647,1,2008-01-21,36,5,0,0,2008-01-20,1.1989948303898412,4.481140050991666,1,0,100,94,31.0,35.0,80.0,90.0,12.0,11.0,37.0,36.0,26.0,13.0,36.0,16.0,11.0,5.0,44.0,33.0,55.0,38.0,20.0,16.0,5.0,13.0,3.0,4.0,18.0,11.0,18.0,27.0
648,1,2008-01-21,34,19,0,0,2008-01-20,1.9606849668284527,1.7885262937639552,1,0,109,102,37.0,37.0,86.0,91.0,13.0,11.0,38.0,36.0,22.0,17.0,25.0,23.0,13.0,10.0,42.0,31.0,55.0,41.0,18.0,21.0,5.0,10.0,7.0,8.0,17.0,12.0,20.0,21.0
649,1,2008-01-21,14,41,0,0,2008-01-20,1.1834756832888593,4.725709308918077,0,1,93,108,38.0,43.0,82.0,92.0,7.0,13.0,20.0,36.0,10.0,9.0,12.0,11.0,3.0,8.0,33.0,37.0,36.0,45.0,21.0,24.0,4.0,7.0,6.0,4.0,12.0,8.0,15.0,14.0
650,1,2008-01-22,26,16,0,0,2008-01-21,2.9368415582452854,1.3846922279920133,1,0,142,126,56.0,43.0,90.0,94.0,18.0,9.0,37.0,32.0,12.0,31.0,16.0,41.0,10.0,15.0,34.0,25.0,44.0,40.0,36.0,22.0,8.0,16.0,4.0,3.0,19.0,12.0,28.0,18.0
651,1,2008-01-22,39,13,0,0,2008-01-21,1.3704071021523854,3.0062648589573326,1,0,149,107,55.0,35.0,92.0,90.0,21.0,8.0,43.0,23.0,18.0,29.0,21.0,35.0,8.0,9.0,46.0,25.0,54.0,34.0,40.0,18.0,6.0,10.0,11.0,2.0,15.0,11.0,29.0,19.0
652,1,2008-01-22,2,31,0,0,2008-01-21,1.1967288043735265,4.514858432905909,1,0,124,86,48.0,36.0,96.0,86.0,17.0,8.0,39.0,34.0,11.0,6.0,18.0,8.0,7.0,4.0,46.0,39.0,53.0,43.0,35.0,27.0,8.0,2.0,6.0,6.0,7.0,18.0,12.0,14.0
653,1,2008-01-22,17,6,0,0,2008-01-21,1.1218854876291766,6.157516724972179,1,0,107,100,38.0,37.0,82.0,92.0,8.0,9.0,26.0,31.0,23.0,17.0,34.0,24.0,13.0,13.0,38.0,33.0,51.0,46.0,21.0,21.0,7.0,11.0,4.0,6.0,17.0,15.0,18.0,26.0
654,1,2008-01-22,37,43,0,0,2008-01-21,1.061120841043555,9.288285987431067,1,0,131,97,46.0,40.0,89.0,95.0,12.0,8.0,25.0,27.0,27.0,9.0,36.0,18.0,9.0,10.0,43.0,33.0,52.0,43.0,31.0,26.0,11.0,8.0,7.0,6.0,14.0,19.0,17.0,30.0
655,1,2008-01-22,42,0,0,0,2008-01-21,1.5430652654112875,2.3938970951485974,0,1,111,142,42.0,57.0,92.0,95.0,14.0,21.0,34.0,39.0,13.0,7.0,16.0,10.0,9.0,12.0,27.0,38.0,36.0,50.0,30.0,38.0,4.0,6.0,3.0,4.0,8.0,10.0,12.0,20.0
656,1,2008-01-23,25,2,0,0,2008-01-22,2.952822141427884,1.3813170925642102,0,1,101,111,37.0,40.0,95.0,84.0,10.0,12.0,31.0,34.0,17.0,19.0,25.0,22.0,13.0,5.0,35.0,45.0,48.0,50.0,29.0,27.0,11.0,9.0,9.0,8.0,15.0,16.0,15.0,25.0
657,1,2008-01-23,29,36,0,0,2008-01-22,1.7975045693480958,1.9496270648834684,0,1,109,129,45.0,44.0,98.0,86.0,10.0,11.0,22.0,33.0,9.0,30.0,14.0,37.0,11.0,8.0,30.0,40.0,41.0,48.0,24.0,27.0,8.0,9.0,1.0,7.0,12.0,13.0,24.0,15.0
658,1,2008-01-23,19,33,0,0,2008-01-22,1.676276445790844,2.122176543639345,1,0,117,108,46.0,41.0,92.0,92.0,14.0,7.0,30.0,29.0,11.0,19.0,13.0,21.0,14.0,14.0,35.0,28.0,49.0,42.0,32.0,20.0,7.0,9.0,6.0,2.0,15.0,13.0,24.0,14.0
659,1,2008-01-23,3,15,0,0,2008-01-22,1.0996570711712044,6.984736335626455,1,0,129,112,47.0,45.0,89.0,95.0,16.0,6.0,29.0,19.0,19.0,16.0,23.0,19.0,7.0,12.0,34.0,29.0,41.0,41.0,28.0,17.0,1.0,0.0,6.0,5.0,4.0,3.0,17.0,18.0
660,1,2008-01-23,32,34,0,0,2008-01-22,1.2339930523703555,4.030930391564566,0,1,142,145,45.0,56.0,105.0,108.0,23.0,16.0,70.0,36.0,29.0,17.0,34.0,22.0,10.0,16.0,37.0,41.0,47.0,57.0,18.0,29.0,7.0,4.0,8.0,3.0,10.0,14.0,24.0,25.0
661,1,2008-01-23,0,21,0,0,2008-01-22,1.2490629931059425,3.87050829408281,1,0,147,140,49.0,47.0,102.0,98.0,24.0,19.0,49.0,37.0,25.0,27.0,31.0,33.0,10.0,7.0,47.0,42.0,57.0,49.0,33.0,36.0,8.0,6.0,5.0,5.0,10.0,10.0,24.0,23.0
662,1,2008-01-23,11,14,0,0,2008-01-22,1.7333154839226885,2.0342927283088987,0,1,101,105,37.0,41.0,86.0,83.0,15.0,13.0,42.0,30.0,12.0,10.0,16.0,12.0,13.0,11.0,29.0,25.0,42.0,36.0,22.0,26.0,6.0,9.0,3.0,6.0,14.0,9.0,14.0,19.0
663,1,2008-01-23,5,24,0,0,2008-01-22,1.4119422246144568,2.8165067626346616,1,0,120,115,44.0,47.0,92.0,94.0,12.0,14.0,30.0,39.0,20.0,7.0,25.0,13.0,14.0,8.0,33.0,29.0,47.0,37.0,26.0,29.0,4.0,6.0,4.0,3.0,13.0,12.0,16.0,21.0
664,1,2008-01-24,23,35,1,0,2008-01-23,1.3310351786700785,3.2250846947151364,1,0,101,100,40.0,39.0,92.0,87.0,7.0,12.0,27.0,29.0,14.0,10.0,20.0,12.0,15.0,6.0,36.0,36.0,51.0,42.0,23.0,15.0,9.0,6.0,2.0,3.0,14.0,16.0,10.0,16.0
665,1,2008-01-24,42,6,0,0,2008-01-23,1.0694462483875562,8.651704619386194,1,0,135,105,50.0,44.0,96.0,93.0,20.0,10.0,40.0,28.0,15.0,7.0,20.0,11.0,13.0,16.0,32.0,29.0,45.0,45.0,34.0,27.0,6.0,3.0,2.0,3.0,7.0,12.0,16.0,21.0
666,1,2008-01-24,37,39,0,0,2008-01-23,1.3850490530433226,2.935166801538622,0,1,96,120,39.0,46.0,97.0,87.0,9.0,18.0,29.0,34.0,9.0,10.0,12.0,11.0,12.0,9.0,28.0,42.0,40.0,51.0,23.0,38.0,9.0,8.0,3.0,6.0,12.0,18.0,14.0,10.0
667,1,2008-01-24,41,30,0,0,2008-01-23,1.5152629222129175,2.466934593001535,1,0,114,95,39.0,39.0,87.0,88.0,11.0,11.0,38.0,33.0,25.0,6.0,29.0,13.0,12.0,11.0,34.0,31.0,46.0,42.0,21.0,28.0,11.0,7.0,4.0,3.0,13.0,18.0,16.0,22.0
668,1,2008-01-24,33,43,0,0,2008-01-23,1.0540780944059112,9.91622730586802,1,0,111,109,43.0,36.0,86.0,84.0,7.0,9.0,28.0,30.0,18.0,28.0,25.0,36.0,9.0,15.0,30.0,31.0,39.0,46.0,27.0,18.0,8.0,9.0,8.0,8.0,14.0,16.0,27.0,21.0
669,1,2008-01-24,16,17,0,0,2008-01-23,1.3055929766986478,3.3928259219464145,0,1,128,138,41.0,50.0,104.0,99.0,22.0,19.0,54.0,40.0,24.0,19.0,36.0,21.0,15.0,14.0,29.0,49.0,44.0,63.0,31.0,37.0,10.0,11.0,4.0,5.0,15.0,24.0,22.0,24.0
670,1,2008-01-25,13,14,0,0,2008-01-24,1.661705386781065,2.146903393818951,0,1,113,116,37.0,41.0,84.0,82.0,7.0,11.0,26.0,24.0,32.0,23.0,38.0,29.0,10.0,9.0,34.0,32.0,44.0,41.0,21.0,24.0,5.0,3.0,3.0,4.0,12.0,16.0,28.0,25.0
671,1,2008-01-25,19,25,0,0,2008-01-24,1.1586732108889555,5.195653620501472,1,0,122,116,44.0,41.0,86.0,92.0,17.0,16.0,38.0,35.0,17.0,18.0,22.0,20.0,10.0,9.0,42.0,30.0,52.0,39.0,29.0,33.0,5.0,11.0,9.0,5.0,17.0,9.0,20.0,22.0
